IDMAEEDO;TIDO;NUDO;ENDO;SUENDO;SUDO;FEEMDO;FEER;MODO;TIMODO;TIDEVE;TIDEVEFE;TIDEVEHO;PPPRNE;TAMOPPPR;VANELI;FEEMLI;KOFULIDO;LILG;PRCT;NULIDO;FEERLI;SULIDO;BOSULIDO;LUVTLIDO;KOPRCT;UD01PR;NOKOZO;IDMAEDDO;NUSEPR;CAPRCO1;CAPRAD1;CAPREX1;UD02PR;CAPRCO2;CAPRAD2;CAPREX2;OCDO;OBDO;NOKOEN;ZOEN;DIEN;COMUNA;TIPR;NOKOPR;PFPR;FMPR;RUPR;MRPR;STFI1;STFI2;PRRG;KOPRTE;PENDIENTE;MONTO;OBSERVA
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00007;02/02/2026;004;006;38;PCA960ECOPMC2;GL;;1.726.422,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AGUA COPPER 960 MISTERIO COSMICO 1/4 GL;0001;003;;;15,50;62,00;FALSO;PCA960ECOPMC2;6,00;25140;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00008;02/02/2026;004;006;38;PCA960ECOPSM2;GL;;1.726.423,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AGUA COPPER 960 SUR MAGICO 1/4 GL.;0001;003;;;10,25;41,00;FALSO;PCA960ECOPSM2;6,00;25140;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00009;02/02/2026;004;006;38;PCA960ECOPTC2;GL;;1.726.424,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AGUA COPPER 960 TOQUE CREATIVO 1/4 GL;0001;003;;;8,75;35,00;FALSO;PCA960ECOPTC2;6,00;25140;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00010;02/02/2026;004;006;38;PCA960EXOPAR2;GL;;1.726.425,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 AMARILLO REY 1/4.;0001;003;;;16,25;65,00;FALSO;PCA960EXOPAR2;6,00;25140;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00011;02/02/2026;004;006;38;PCA960ECOPAT2;GL;;1.726.426,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 AMARILLO TOPACIO 1/4;0001;003;;;8,75;35,00;FALSO;PCA960ECOPAT2;6,00;25140;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00012;02/02/2026;004;006;38;PCA960ECOPAC2;GL;;1.726.427,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 AZUL COLONIAL 1/4;0001;003;;;10,50;42,00;FALSO;PCA960ECOPAC2;6,00;25140;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;50.280,00;21/01/2026;NFL;SI;FALSO;00001;02/02/2026;004;006;38;PCA960COPPBL2;GL;;1.726.428,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 BLANCO 1/4.;0001;003;;;89,00;356,00;FALSO;PCA960COPPBL2;12,00;50280;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;50.280,00;21/01/2026;NFL;SI;FALSO;00002;02/02/2026;004;006;38;PCA960ECOPBI2;GL;;1.726.429,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 BLANCO INVIERNO 1/4;0001;003;;;12,50;50,00;FALSO;PCA960ECOPBI2;12,00;50280;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00003;02/02/2026;004;006;38;PCA960ECOPBN2;GL;;1.726.430,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 BLANCO NACAR 1/4.;0001;003;;;10,25;41,00;FALSO;PCA960ECOPBN2;6,00;25140;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00004;02/02/2026;004;006;38;PCA960ECOPCC2;GL;;1.726.431,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 CALIDA CALMA 1/4 GL.;0001;003;;;2,25;9,00;FALSO;PCA960ECOPCC2;6,00;25140;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00005;02/02/2026;004;006;38;PCA960ECOPDA2;GL;;1.726.432,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 DAMASCO 1/4;0001;003;;;5,75;23,00;FALSO;PCA960ECOPDA2;6,00;25140;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00006;02/02/2026;004;006;38;PCA960ECOPLS2;GL;;1.726.433,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 LINO SUAVE 1/4.;0001;003;;;15,50;62,00;FALSO;PCA960ECOPLS2;6,00;25140;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;50.280,00;21/01/2026;NFL;SI;FALSO;00007;02/02/2026;004;006;38;PCA960ECOPNE2;GL;;1.726.434,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 NEGRO 1/4.;0001;003;;;48,75;195,00;FALSO;PCA960ECOPNE2;12,00;50280;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00008;02/02/2026;004;006;38;PCA960ECOPPI2;GL;;1.726.435,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 PISTACHO 1/4.;0001;003;;;15,25;61,00;FALSO;PCA960ECOPPI2;6,00;25140;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;50.280,00;21/01/2026;NFL;SI;FALSO;00009;02/02/2026;004;006;38;PCA960ECOPRC2;GL;;1.726.436,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 ROJO COLONIAL 1/4;0001;003;;;28,00;112,00;FALSO;PCA960ECOP;12,00;50280;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00010;02/02/2026;004;006;38;PCA960ECOPRJ2;GL;;1.726.437,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 ROJO JAPON 1/4.;0001;003;;;12,25;49,00;FALSO;PCA960ECOPRJ2;6,00;25140;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00011;02/02/2026;004;006;38;PCA960ECOPRT2;GL;;1.726.438,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AL AGUA COPPER 960 ROSADO TULIPAN 1/4.;0001;003;;;7,00;28,00;FALSO;PCA960ECOPRT2;6,00;25140;
537.466,00;NVV;0000427407;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;30.600,00;21/01/2026;NFL;SI;FALSO;00012;02/02/2026;004;006;38;PCA922GRIMA02;GL;;1.726.439,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINT. GRIS MAQUINA 1/4 GL;0002;003;01;;7,50;30,00;FALSO;PCA922GRIMA02;6,00;30600;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;30.600,00;21/01/2026;NFL;SI;FALSO;00001;02/02/2026;004;006;38;PCA922AREY002;GL;;1.726.445,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINTETICO AMARILLO REY 1/4;0002;003;01;;15,00;60,00;FALSO;PCA922AREY002;6,00;30600;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;30.600,00;21/01/2026;NFL;SI;FALSO;00002;02/02/2026;004;006;38;PCA922AZPACI2;GL;;1.726.446,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINTETICO AZUL PACIFICO 1/4;0002;003;01;;11,00;44,00;FALSO;PCA922AZPACI2;6,00;30600;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;30.600,00;21/01/2026;NFL;SI;FALSO;00003;02/02/2026;004;006;38;PCA922BERME02;GL;;1.726.447,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINTETICO BERMELLON 1/4;0002;003;01;;9,75;39,00;FALSO;PCA922BERME02;6,00;30600;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;61.200,00;21/01/2026;NFL;SI;FALSO;00004;02/02/2026;004;006;38;PCA922BLAN002;GL;;1.726.448,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINTETICO BLANCO 1/4;0002;003;01;;47,50;190,00;FALSO;PCA922BLAN002;12,00;61200;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;30.600,00;21/01/2026;NFL;SI;FALSO;00005;02/02/2026;004;006;38;PCA922CAFMO02;GL;;1.726.449,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINTETICO CAFE MORO 1/4;0002;003;01;;17,50;70,00;FALSO;PCA922CAFMO02;6,00;30600;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;30.600,00;21/01/2026;NFL;SI;FALSO;00006;02/02/2026;004;006;38;PCA922NARAN02;GL;;1.726.450,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINTETICO NARANJA 1/4;0002;003;01;;9,50;38,00;FALSO;PCA922NARAN02;6,00;30600;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;30.600,00;21/01/2026;NFL;SI;FALSO;00007;02/02/2026;004;006;38;PCA922NEGRO02;GL;;1.726.451,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINTETICO NEGRO 1/4;0002;003;01;;55,75;223,00;FALSO;PCA922NEGRO02;6,00;30600;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.100,00;1,00;30.600,00;21/01/2026;NFL;SI;FALSO;00008;02/02/2026;004;006;38;PCA922VERESM2;GL;;1.726.452,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE SINTETICO VERDE ESMERALDA 1/4;0002;003;01;;11,25;45,00;FALSO;PCA922VERESM2;6,00;30600;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.640,00;1,00;27.840,00;21/01/2026;NFL;SI;FALSO;00009;02/02/2026;004;006;38;PCA926AZUPAC2;GL;;1.726.453,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;OLEO BRILLANTE AZUL PACIFICO 1/4;0002;003;01;;118,25;23,00;FALSO;PCA926AZUPAC2;6,00;27840;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.640,00;1,00;27.840,00;21/01/2026;NFL;SI;FALSO;00010;02/02/2026;004;006;38;PCA926BERME02;GL;;1.726.454,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;OLEO BRILLANTE BERMELLON 1/4;0002;003;01;;4,25;17,00;FALSO;PCA926BERME02;6,00;27840;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.640,00;1,00;111.360,00;21/01/2026;NFL;SI;FALSO;00011;02/02/2026;004;006;38;PCA926BLAN002;GL;;1.726.455,00;;6,00;0,00;0,00;04;24,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;OLEO BRILLANTE BLANCO 1/4;0002;003;01;;28,25;113,00;VERDADERO;PCA926BLAN002;24,00;111360;
537.468,00;NVV;0000427408;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.640,00;1,00;27.840,00;21/01/2026;NFL;SI;FALSO;00012;02/02/2026;004;006;38;PCA926GRIMAQ2;GL;;1.726.456,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;OLEO BRILLANTE GRIS MAQUINA 1/4;0002;003;;;8,25;33,00;FALSO;PCA926GRIMAQ2;6,00;27840;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.640,00;1,00;111.360,00;21/01/2026;NFL;SI;FALSO;00001;02/02/2026;004;006;38;PCA926NEGRO02;GL;;1.726.464,00;;6,00;0,00;0,00;04;24,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;OLEO BRILLANTE NEGRO 1/4;0002;003;01;;21,25;85,00;FALSO;PCA926NEGRO02;24,00;111360;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.640,00;1,00;27.840,00;21/01/2026;NFL;SI;FALSO;00002;02/02/2026;004;006;38;PCA926VERESM2;GL;;1.726.465,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;OLEO BRILLANTE VERDE ESMERALDA 1/4;0002;003;01;;11,50;16,00;FALSO;PCA926VERESM2;6,00;27840;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;6.390,00;1,00;38.340,00;21/01/2026;NFL;SI;FALSO;00003;02/02/2026;004;006;38;PCA103MADPLU2;GL;;1.726.466,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;VITRIFICANTE DE MADERA VITROPLUS 1/4;0002;003;01;;46,25;185,00;FALSO;PCA103MADPLU2;6,00;38340;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;12.500,00;1,00;150.000,00;21/01/2026;NFL;SI;FALSO;00004;02/02/2026;004;006;38;PCA106NEGR001;GL;;1.726.467,00;;12,00;0,00;0,00;GL;12,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ANTICORROSIVO ESTRUCTURAL NEGRO GL.;0002;003;01;;300,00;300,00;VERDADERO;PCA106NEGR001;12,00;150000;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;12.500,00;1,00;75.000,00;21/01/2026;NFL;SI;FALSO;00005;02/02/2026;004;006;38;PCA106ROJO001;GL;;1.726.468,00;;6,00;0,00;0,00;GL;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ANTICORROSIVO ESTRUCTURAL ROJO GL.;0002;003;01;;81,00;81,00;VERDADERO;PCA106ROJO001;6,00;75000;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.800,00;1,00;34.800,00;21/01/2026;NFL;SI;FALSO;00006;02/02/2026;004;006;38;PCA108BLAN002;GL;;1.726.469,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE ANTICORROSIVO BLANCO 1/4;0002;003;01;;29,75;117,00;FALSO;PCA108BLAN002;6,00;34800;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.800,00;1,00;34.800,00;21/01/2026;NFL;SI;FALSO;00007;02/02/2026;004;006;38;PCA108GRIS002;GL;;1.726.470,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE ANTICORROSIVO GRIS 1/4;0002;003;01;;19,75;79,00;FALSO;PCA108GRIS002;6,00;34800;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.800,00;1,00;34.800,00;21/01/2026;NFL;SI;FALSO;00008;02/02/2026;004;006;38;PCA108NEGRO02;GL;;1.726.471,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE ANTICORROSIVO NEGRO 1/4;0002;003;01;;157,75;483,00;VERDADERO;PCA108NEGRO02;6,00;34800;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.800,00;1,00;34.800,00;21/01/2026;NFL;SI;FALSO;00009;02/02/2026;004;006;38;PCA108ROJO002;GL;;1.726.472,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE ANTICORROSIVO ROJO 1/4;0002;003;01;;10,75;43,00;FALSO;PCA108ROJO002;6,00;34800;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.800,00;1,00;34.800,00;21/01/2026;NFL;SI;FALSO;00010;02/02/2026;004;006;38;PCA108VERDE02;GL;;1.726.473,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE ANTICORROSIVO VERDE 1/4;0002;003;01;;9,50;38,00;FALSO;PCA108VERDE02;6,00;34800;
537.472,00;NVV;0000427409;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;12.500,00;1,00;100.000,00;21/01/2026;NFL;SI;FALSO;00011;02/02/2026;004;006;38;PCA106BLANCO1;GL;;1.726.474,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ANTICORROSIVO ESTRUCTURAL BLANCO GL.;0002;003;01;;66,00;66,00;FALSO;PCA106BLANCO1;8,00;100000;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;6.190,00;1,00;74.280,00;22/01/2026;NFL;SI;FALSO;00001;03/02/2026;004;006;38;PCA103MADPLU2;GL;;1.726.676,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;VITRIFICANTE DE MADERA VITROPLUS 1/4;0002;003;01;;46,25;185,00;FALSO;PCA103MADPLU2;12,00;74280;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;21.750,00;1,00;174.000,00;22/01/2026;NFL;SI;FALSO;00002;03/02/2026;004;006;38;PCA103MADPLU1;GL;;1.726.677,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;VITRIFICANTE DE MADERA VITROPLUS GL;0002;003;01;;178,00;178,00;FALSO;PCA103MADPLU1;8,00;174000;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.500,00;1,00;27.000,00;22/01/2026;NFL;SI;FALSO;00003;03/02/2026;004;006;38;PCA106BAALER2;GL;;1.726.678,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;BARNIZ MARINO ALERCE 1/4;;003;01;;32,75;131,00;FALSO;PCA106BAALER2;6,00;27000;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.500,00;1,00;27.000,00;22/01/2026;NFL;SI;FALSO;00004;03/02/2026;004;006;38;PCA106BAROBL2;GL;;1.726.679,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;BARNIZ MARINO ROBLE 1/4;;003;01;;23,75;95,00;FALSO;PCA106BAROBL2;6,00;27000;
