productId;name;description;category;pricePerUnit;taxes_0_taxCode;taxes_0_taxName;taxes_0_taxRate;dimensions_weight;dimensions_weightUnit;dimensions_length;dimensions_lengthUnit;dimensions_width;dimensions_widthUnit;dimensions_height;dimensions_heightUnit;dimensions_volume;dimensions_volumeUnit;constraints_minUnit;constraints_stepSize;packaging_unit;packaging_unitName;packaging_packageName;packaging_packageUnit;packaging_amountPerPackage;packaging_boxName;packaging_boxUnit;packaging_amountPerBox;packaging_palletName;packaging_palletUnit;packaging_amountPerPallet;packaging_showFormatUnit;packaging_showFormatPackage;packaging_showFormatBox;group_name;group_description;variant_features_0_key;variant_features_0_value;variant_parentSku;variant_genericDisplayName;variant_index
PCA921CANE001;FIBRO COPPER CANELA;Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.;Especialidades;12290;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Pinturas Especiales;;Color;CANELA;PCA921NEGRO01;FIBRO COPPER GALON;6
PCA921CAOBA01;FIBRO COPPER CAOBA;Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.;Especialidades;12290;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Pinturas Especiales;;Color;CAOBA;PCA921NEGRO01;FIBRO COPPER GALON;5
PCA921CASA001;FIBRO COPPER CASA MAQUINA;Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.;Especialidades;12290;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Pinturas Especiales;;Color;CASA MAQUINA;PCA921NEGRO01;FIBRO COPPER GALON;4
PCA921CAST001;FIBRO COPPER CASTAÑO;Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.;Especialidades;12290;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Pinturas Especiales;;Color;CASTAÑO;PCA921NEGRO01;FIBRO COPPER GALON;3
PCA921GRISOS1;FIBRO COPPER GRIS OSCURO;Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.;Especialidades;12290;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Pinturas Especiales;;Color;GRIS OSCURO;PCA921NEGRO01;FIBRO COPPER GALON;2
PCA921NEGRO01;FIBRO COPPER NEGRO;Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.;Especialidades;12290;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Pinturas Especiales;;Color;NEGRO;PCA921NEGRO01;FIBRO COPPER GALON;1
PCA925CONST01;ESMALTE AL AGUA CONSTRUCCION BLANCO;Esmalte agua Satin de imprimacion-terminacion, Rendimiento 35 ± 5 m2/galon/mano, Aplicacion Brocha, rodillo y pistola, Secado Tacto 2 – 3 horas, Repintado 3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.Uso interior y exterior.;Esmalte al Agua;12270;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Esmalte al Agua;;Color;BLANCO;PCA925CONST01;ESMALTE AL AGUA CONSTRUCCION GALON;0
PCA900OBRBAN1;LATEX OBRA BLANCO;Latex de Aparejo y Terminacion, con acabado mate, rendimiento  35 ± 5 m2 por galon con una mano, aplicacion brocha, rodillo y pistola, secado tacto entre 2 – 3 horas, repintado entre  3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada.;Latex;10870;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Latex;;Color;BLANCO;PCA900OBRBAN1;LATEX OBRA GALON;0
PCA901CONST01;LATEX CONSTRUCCION BLANCO;Latex Construccion, pintura base agua con resina acrilica, acabado mate, rinde 35 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena adherencia y facil aplicacion con brocha, rodillo o pistola, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para estucos, ladrillos, hormigon y tabiqueria con yeso-carton o fibrocemento.;Latex;8670;IVACL;IVA;0.19;7;kg;16;cm;16;cm;22;cm;5632;cm³;4;4;GL;Galon;Display;DIS;4;Medio Pallet;MPA;72;Pallet;PAL;144;TRUE;FALSE;FALSE;Latex;;Color;BLANCO;PCA901CONST01;LATEX CONSTRUCCION GALON;0
PCA103MADPLU2;VITROPLUS INCOLORO;Barniz Vitrificante para madera, formulado con resina uretanada y triple proteccion solar (filtro, absorbedor y estabilizador UV), acabado brillante, rinde 25 a 30 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad y radiacion UV, alta dureza, adherencia y flexibilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para proteger y embellecer madera expuesta a ambientes agresivos.;Madera;7490;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;INCOLORO;PCA103MADPLU2;VITROPLUS 1/4 GALON;0
PCA108BLAN002;ESMALTE ANTICORROSIVO DOBLE ACCION BLANCO;Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.;Metales;6990;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;BLANCO;PCA108NEGRO02;ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon;0
PCA108GRIS002;ESMALTE ANTICORROSIVO DOBLE ACCION GRIS;Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.;Metales;6990;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;GRIS;PCA108NEGRO02;ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon;1
PCA108NEGRO02;ESMALTE ANTICORROSIVO DOBLE ACCION NEGRO;Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.;Metales;6990;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;NEGRO;PCA108NEGRO02;ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon;2
PCA108ROJO002;ESMALTE ANTICORROSIVO DOBLE ACCION ROJO;Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.;Metales;6990;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;ROJO;PCA108NEGRO02;ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon;3
PCA108VERDE02;ESMALTE ANTICORROSIVO DOBLE ACCION VERDE;Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.;Metales;6990;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;VERDE;PCA108NEGRO02;ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon;4
PCA922AREY002;ESMALTE SINTETICO AMARILLO;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;AMARILLO;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;1
PCA922AZPACI2;ESMALTE SINTETICO AZUL;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;AZUL;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;2
PCA922BERME02;ESMALTE SINTETICO BERMELLON;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;BERMELLON;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;3
PCA922BLAN002;ESMALTE SINTETICO BLANCO;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;BLANCO;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;0
PCA922CAFMO02;ESMALTE SINTETICO CAFE;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;CAFE;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;4
PCA922GRIMA02;ESMALTE SINTETICO GRIS;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;GRIS;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;5
PCA922NARAN02;ESMALTE SINTETICO NARANJO;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;NARANJO;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;6
PCA922NEGRO02;ESMALTE SINTETICO NEGRO;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;NEGRO;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;7
PCA922VERESM2;ESMALTE SINTETICO VERDE;Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.;Metales;6150;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Pintura para Metales;;Color;VERDE;PCA922BLAN002;ESMALTE SINTETICO 1/4 GALON;8
PCA113NEGRO02;STAIN  NEGRO;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;NEGRO;PCA113NEGRO02;STAIN 1/4 GALON;0
PCA113POLALE2;STAIN  ALERCE;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;ALERCE;PCA113NEGRO02;STAIN 1/4 GALON;1
PCA113POLARB2;STAIN  ARBOLEDA;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;ARBOLEDA;PCA113NEGRO02;STAIN 1/4 GALON;2
PCA113POLCAO2;STAIN  CAOBA;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;CAOBA;PCA113NEGRO02;STAIN 1/4 GALON;3
PCA113POLCAS2;STAIN  CASTAÑO;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;CASTAÑO;PCA113NEGRO02;STAIN 1/4 GALON;4
PCA113POLENC2;STAIN  ENCINA;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;ENCINA;PCA113NEGRO02;STAIN 1/4 GALON;5
PCA113POLNAT2;STAIN  NATURAL;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;NATURAL;PCA113NEGRO02;STAIN 1/4 GALON;6
PCA113POLNOG2;STAIN  NOGAL;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;NOGAL;PCA113NEGRO02;STAIN 1/4 GALON;7
PCA113POLORE2;STAIN  PINO OREGON;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;PINO OREGON;PCA113NEGRO02;STAIN 1/4 GALON;8
PCA113POLPAR2;STAIN  PALO ROSA;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;PALO ROSA;PCA113NEGRO02;STAIN 1/4 GALON;9
PCA113POLROB2;STAIN  ROBLE;Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.;Madera;5670;IVACL;IVA;0.19;1.5;kg;11;cm;11;cm;13;cm;1573;cm³;6;6;1/4 GL;1/4 Galon;Display;DIS;6;Medio Pallet;MPA;228;Pallet;PAL;450;TRUE;FALSE;FALSE;Barnices;;Color;ROBLE;PCA113NEGRO02;STAIN 1/4 GALON;10
